Prospect Id,First Name,Last Name,Email,Company,Last Activity Date,Campaign,Score,Grade,Job Title,Department,Country,City,Source,Industry,Do Not Email,Created Date,Owner,Lifecycle Stage,Created by Marketing
4033361,Bill,Blau,bblau@example.com,XPower,01/01/2022,AdWords,388,C+,"VP, IT Operations",IT,USA,San Francisco,Cold Call,Finance & Insurance,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033047,Charlie,Fong,cfong@example.com,"Plex Holdings, LLC",01/01/2022,Referral Program,387,B,CEO,Engineering,USA,San Francisco,Social Media,Apparel,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4032765,Rosa,Abelin,roabelin@example.com,Universe Design,01/01/2022,Event Marketing,386,B,VP Consulting,Marketing,USA,San Mateo,Cold Call,Engineering,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4033067,Kathryn,Grisham,kgrisham@example.com,Griffin Automotive Glass,01/01/2022,Website,386,B+,SVP Marketing,Marketing,USA,Dubuque,Cold Call,Healthcare & Life Sciences,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4032815,Jenny,Avallone,javallone@example.com,Media Storage Inc.,01/01/2022,Email Marketing,385,C+,VP of Purchasing,Engineering,USA,Spokane,Marketing Event,Environmental,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033161,Sean,Silver,ssilver@example.com,Pinnacle Partners,01/01/2022,Referral Program,384,C-,Account Executive,Sales,United States,Providence,Social Media,Agriculture,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4033169,Jacques,Bettis,jbettis@example.com,Bluebird Marketing,31/12/2021,Referral Program,383,C-,SVP Production,Marketing,USA,Phoenix,Social Media,Communications,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4031219,Lucas,Mueller,lucas.mueller@example.com,Morissette LLC,30/12/2021,Email Marketing,383,C+,Sales Manager,Sales,Canada,Edmonton,,Hospitality,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,TRUE
4032763,Chris,Rogers,crogers@example.com,Company XYZ,31/12/2021,Social Media Marketing,383,C-,VP Consulting,Sales,USA,Houston,Twitter,Communications,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4033045,Corrina,Smith,csmith@example.com,Infinity,31/12/2021,Email Marketing,383,C+,CMO,Sales,USA,San Francisco,Social Media,Technology,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033299,Pearl,Willson,pwillson@example.com,Yellowstone County Implement,01/01/2022,AdWords,383,B,Purchasing,Services,USA,Carlsbad,Website,Hospitality,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033051,Lynette,Plaster,lplaster@example.com,Southern Management,01/01/2022,AdWords,380,C+,Sales Manager,Engineering,USA,Seattle,Marketing Event,Transportation,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033307,Jeanine,Craddock,jcraddock@example.com,Airpage,01/01/2022,AdWords,380,B,Chief Financial Officer,Marketing,USA,Taylor,Cold Call,Communications,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033273,Sondra,Lafortune,slafortune@example.com,Beaverhead Livestock Auction,01/01/2022,Email Marketing,378,B+,Sales Exec,Engineering,USA,San Antonio,Marketing Event,Insurance,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4032915,Bettina,Swarts,bswarts@example.com,Altec Industries Inc,01/01/2022,Partner Collabs,377,A,VP Consulting,Operations,USA,Cheektowaga,Social Media,Insurance,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4032745,Summer,Nitz,snitz@example.com,Richland Yellowstone Mfg,01/01/2022,Event Marketing,377,C+,Account Executive,Sales,USA,Austin,Referral,Government,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4032823,Ricardo,Solano,rsolano@example.com,Public Auction Yards,01/01/2022,AdWords,377,C+,EVP Business Development,Engineering,USA,Alpharetta,Cold Call,Entertainment,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033403,Ron,Abelin,rabelin@example.com,DataTek Applications,01/01/2022,AdWords,377,,VP of Operations,Operations,USA,San Francisco,Inbound Call,Technology,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4032975,Wes,Hardin,whardin@example.com,"Nicolas, Ratke and Borer",01/01/2022,Website,376,B-,VP of Sales,Sales,United States,Denver,,Food Services,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4030981,Herta,Walker,herta.walker@example.com,Stroman-Nikolaus,09/12/2021,Partner Collabs,375,C+,Account Executive,Sales,United States,Portland,,Food Services,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,FALSE
4033183,Dean,Atcheson,wind@example.com,Grant-Kuhn,01/01/2022,Partner Collabs,375,B+,VP of Marketing,Marketing,Australia,Perth,,Agriculture,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4030995,Gladys,Ruecker,gladys.ruecker@example.com,Turcotte-Paucek,31/12/2021,Partner Collabs,374,C-,Sales Representative,Sales,United Kingdom,Liverpool,,Health Care,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,FALSE
4032875,Kim,Clausen,kclausen@example.com,Zoom Beverages Inc.,31/12/2021,AdWords,373,C+,Purchasing,Sales,USA,Folsom,Cold Call,Engineering,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4033351,Tammy,Baxter,tbaxter@example.com,Murray-Balistreri,01/01/2022,Event Marketing,370,A+,CEO,Operations,United States,Charlotte,,Education,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4033007,Kerrie,Lorenzo,klorenzo@example.com,Nupac Manufacturing,01/01/2022,Product Launch - 2021,370,C-,EVP Business Development,Sales,USA,Pollock Pines,Marketing Event,Electronics,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4033017,Robert,Weiss,rweiss@example.com,Hessel-Klocko,01/01/2022,AdWords,368,B+,VP of Sales,Sales,United States,Atlanta,,Technology,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4030913,Imogene,Hyatt,imogene.hyatt@example.com,"Windler, Dach and Kihn",21/12/2021,Referral Program,367,A,CFO,Finance,Canada,Hamilton,,Technology,,07/06/2021,john.smith@lenoxsoft.com,5.) Closed Won,TRUE
4029863,Paolo,Padberg,paolo.padberg@example.com,Schmidt-Green,24/12/2021,AdWords,366,A,COO,Operations,United States,Las Vegas,,Telecommunications,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,TRUE
4033057,Rhett,Bissett,rbissett@example.com,Wittichen Supply Company,01/01/2022,Email Marketing,365,C+,Chief Executive Officer,Sales,USA,Columbia,Marketing Event,Government,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4031141,Elaina,Stokes,elaina.stokes@example.com,"Sauer, Fritsch and Durgan",29/12/2021,Referral Program,364,C-,Services Manager,Services,United Kingdom,Birmingham,,Health Care,,07/06/2021,john.smith@lenoxsoft.com,6.) Closed Lost,TRUE
4030723,Luis,Collier,luis.collier@example.com,"Nolan, Blanda and Volkman",19/12/2021,Social Media Marketing,364,C+,Content Marketing Manager,Marketing,Australia,Perth,Twitter,Arts & Entertainment,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,TRUE
4555671,Jessica,Roland,jroland@skicorp.com,,31/12/2021,Product Launch - 2021,364,,,,Ireland,,,,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032863,Adam,Blitzer,ablizter@example.com,Kerluke Group,01/01/2022,Email Marketing,363,B,Account Executive,Sales,Canada,Winnipeg,,Hospitality,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4033213,William,Ravenwood,wravenwood@example.com,"Flextech, Inc.",01/01/2022,Website,363,B,Manager of Facilities,Sales,USA,Urbana,Website,Construction,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4033287,Maura,Angel,mangel@example.com,"Media Kingpins, Inc.",01/01/2022,Website,363,C-,Director of Business Development,Engineering,USA,Morrisville,Website,Environmental,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032905,Jennie,Lively,jlively@example.com,Glasgow Stockyards,01/01/2022,Event Marketing,362,C-,President,Services,USA,Lake Forest,Social Media,Entertainment,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4029671,Vincent,Reinger,vincent.reinger@example.com,"Witting, Swaniawski and Treutel",01/01/2022,Website,361,B,Demand Generation Manager,Marketing,United Kingdom,Edinburgh,,Technology,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032737,Tim,Arlint,tarlint@example.com,Glacier Wholesalers Inc,31/12/2021,AdWords,360,B,President CEO,Engineering,USA,Oneill,Website,Government,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4033119,Catherine,Goodell,cgoodell@example.com,Energy Star,01/01/2022,Product Launch - 2021,356,A,Vice President Operations,Operations,USA,Medford,Social Media,Apparel,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4031623,Leone,Dickinson,leone.dickinson@example.com,Jacobson LLC,31/12/2021,Social Media Marketing,354,C-,Sales Director,Sales,Canada,Vancouver,Twitter,Real Estate,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032161,Amya,Lockman,amya.lockman@example.com,Murphy-Spinka,01/01/2022,Product Launch - 2021,354,C-,Marketing Director,Marketing,United States,Raleigh,,Real Estate,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4033089,Mark,Anderson,manderson@example.com,Ward & Sons Incorporated,01/01/2022,Social Media Marketing,354,C-,President,Engineering,USA,Richmond,Twitter,Energy,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4031617,Durward,Orn,durward.orn@example.com,"Kemmer, Bernier and Cronin",30/12/2021,Partner Collabs,353,C+,Sales Representative,Sales,Canada,Calgary,,Agriculture,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032649,Miguel,Braswell,mbraswell@example.com,Omimex Canada Ltd,31/12/2021,AdWords,353,C+,Administrative Assistant,Sales,USA,Glendale,Website,Energy,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4030687,Robbie,Goyette,robbie.goyette@example.com,Wilderman PLC,31/12/2021,Email Marketing,352,B+,VP of Sales,Sales,United States,Pittsburgh,,Retail,,07/06/2021,steven.dixon@lenoxsoft.com,5.) Closed Won,TRUE
4031247,Jayce,Little,jayce.little@example.com,"Nikolaus, Hickle and Lemke",21/12/2021,Partner Collabs,352,C+,Sales Director,Sales,United States,Cleveland,,Agriculture,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4033043,Jeramy,Rodman,jrodman@example.com,Montana Rockworks Llp,01/01/2022,AdWords,352,B,VP of Product Management,Sales,USA,Keyser,Marketing Event,Environmental,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4030171,Horacio,Brekke,horacio.brekke@example.com,Orn-Smith,17/12/2021,Email Marketing,351,A,VP of Engineering,Engineering,United States,Houston,,Technology,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4030147,Brian,Donnelly,brian.donnelly@example.com,Schuster Group,22/12/2021,Event Marketing,349,C-,Customer Service Representative,Services,United States,Phoenix,,Food Services,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4029725,Carlotta,Kovacek,carlotta.kovacek@example.com,Okuneva-Brown,27/12/2021,Email Marketing,348,A,CFO,Finance,United States,Los Angeles,,Real Estate,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032613,Alejandra,McDermott,alejandra.mcdermott@example.com,Keebler-Ullrich,31/12/2021,Social Media Marketing,348,C+,CTO,Engineering,Canada,Montreal,Twitter,Manufacturing,,07/06/2021,john.smith@lenoxsoft.com,3.) SAL,FALSE
4030773,Shania,Fahey,shania.fahey@example.com,Gleichner LLC,30/12/2021,Partner Collabs,348,C-,Marketing Manager,Marketing,United States,St. Louis,,Arts & Entertainment,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4029593,Jolie,Homenick,jolie.homenick@example.com,Schmidt-Pfeffer,31/12/2021,Social Media Marketing,347,A,COO,Operations,Canada,Ottawa,linkedin,Transportation,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,TRUE
4030683,Anastasia,Hahn,anastasia.hahn@example.com,O'Reilly-Miller,20/12/2021,Social Media Marketing,344,C-,Demand Generation Manager,Marketing,United States,Atlanta,Twitter,Arts & Entertainment,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,TRUE
4031619,Arnold,Moen,arnold.moen@example.com,"Lakin, Leannon and Oberbrunner",31/12/2021,Partner Collabs,344,C+,Business Development Representative,Sales,Italy,Rome,,Transportation,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,FALSE
4032687,Shay,Dulaney,shaydulaney@example.com,"Auer, Hoppe and Gleichner",01/01/2022,Product Launch - 2021,344,C+,Product Marketing Manager,Marketing,Canada,Hamilton,,Telecommunications,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4030143,Fay,Rowe,fay.rowe@example.com,"Kautzer, Nicolas and Gerlach",25/12/2021,Social Media Marketing,343,A,CEO,Operations,Canada,Montreal,linkedin,Transportation,,07/06/2021,john.smith@lenoxsoft.com,4.) SQL,TRUE
4030855,Wilhelm,Larkin,wilhelm.larkin@example.com,"Funk, Kirlin and Ritchie",31/12/2021,Referral Program,340,B+,CFO,Finance,Australia,Sydney,,Real Estate,,07/06/2021,steven.dixon@lenoxsoft.com,5.) Closed Won,TRUE
4033125,Smith,Wendy,swendy@example.com,five co,31/12/2021,AdWords,340,B,EVP Business Development,Sales,USA,Germantown,Social Media,Healthcare & Life Sciences,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4032791,Robert,Schimke,rschimke@example.com,Bahringer-Aufderhar,01/01/2022,AdWords,339,C+,Account Executive,Sales,United Kingdom,Edinburgh,,Health Care,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,TRUE
4030409,Susie,Lang,susie.lang@example.com,Bergnaum Group,18/12/2021,AdWords,339,B,Product Marketing Manager,Marketing,United States,Memphis,,Finance & Insurance,,07/06/2021,steven.dixon@lenoxsoft.com,3.) SAL,TRUE
4030451,Rocio,Treutel,rocio.treutel@example.com,"Leuschke, Cole and Corwin",27/12/2021,AdWords,339,B,Product Marketing Director,Marketing,Australia,Newcastle,,Telecommunications,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4031147,Verner,Pfannerstill,verner.pfannerstill@example.com,"Kreiger, Kuvalis and Sipes",05/12/2021,Event Marketing,338,A+,COO,Operations,United States,New York,,Telecommunications,,07/06/2021,steven.dixon@lenoxsoft.com,5.) Closed Won,TRUE
4033219,Lucinda,Gainey,lgainey@example.com,Big Sky Insulations Inc,01/01/2022,Referral Program,337,A,EVP Business Development,Engineering,USA,St Louis,Marketing Event,Government,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4032931,Alejandrin,Bergnaum,alejandrin.bergnaum@example.com,Crona Inc,01/01/2022,Email Marketing,336,C+,Content Marketing Manager,Marketing,United States,San Diego,,Transportation,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4032211,Jaylin,Lakin,jaylin.lakin@example.com,"Hudson, Lowe and Boehm",15/12/2021,AdWords,336,C+,Product Marketing Manager,Marketing,United States,Boston,,Hospitality,,22/10/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4032935,Linda,Collins,lcollins@example.com,Collingwood Enterprises Inc.,31/12/2021,Social Media Marketing,335,B+,VP Marketing,Sales,USA,Minneapolis,Twitter,Construction,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,FALSE
4032401,Verner,Dare,verner.dare@example.com,Harber Inc,31/12/2021,AdWords,335,C+,CTO,Engineering,United Kingdom,Edinburgh,,Construction,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4033175,Lea,Bolivar,lbolivar@example.com,Safety Sign & Supply Ltd,01/01/2022,Social Media Marketing,334,B+,VP Operations,Marketing,USA,Morrisonville,Twitter,Agriculture,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,FALSE
4030233,Rosemarie,Torphy,rosemarie.torphy@example.com,Schultz Ltd,27/12/2021,Social Media Marketing,334,C-,Sales Representative,Sales,United States,Hartford,Twitter,Food Services,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4032581,Lucius,Senger,lucius.senger@example.com,Schmidt and Sons,29/12/2021,AdWords,333,C-,Marketing Manager,Marketing,Canada,Halifax,,Food Services,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,TRUE
4032989,Toni,Cody,tcody@example.com,Park Electric Co-Op Inc,01/01/2022,Product Launch - 2021,332,A,EVP Business Development,Operations,USA,Bayside,Website,Insurance,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4032919,Joanna,Ball,joanna.ball@example.com,"Considine, Goldner and Maggio",01/01/2022,AdWords,332,C+,Product Marketing Director,Marketing,Canada,Hamilton,,Technology,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4031663,Winnifred,Schroeder,winnifred.schroeder@example.com,Corkery-Ankunding,24/12/2021,Website,330,B,Account Executive,Sales,United States,Minneapolis,,Transportation,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032721,Todd,Janzen,tjanzen@example.com,"mockumentary, inc.",01/01/2022,Website,329,C+,Owner,Sales,USA,Peru,Social Media,Machinery,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,FALSE
4033115,Demario,Quast,dquast@example.com,Patty Seaman Homes,01/01/2022,Email Marketing,329,C+,Type Setter,Sales,USA,Orland Park,Social Media,Communications,,07/06/2021,sarah.moore@lenoxsoft.com,4.) SQL,TRUE
4030513,Katarina,West,katarina.west@example.com,Rodriguez Group,17/12/2021,Product Launch - 2021,327,B-,VP of Marketing,Marketing,Japan,Yokohama,,Arts & Entertainment,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032413,Tia,Padberg,tia.padberg@example.com,Swift Inc,01/01/2022,Event Marketing,327,C+,Sales Representative,Sales,Canada,Toronto,,Education,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4029927,Evangeline,Little,evangeline.little@example.com,Nienow-Effertz,18/12/2021,Product Launch - 2021,326,C+,Account Executive,Sales,France,Lyon,,Food Services,,07/06/2021,steven.dixon@lenoxsoft.com,3.) SAL,FALSE
4030113,Ramon,Miller,ramon.miller@example.com,"Breitenberg, Zboncak and West",31/12/2021,Event Marketing,326,C+,Account Manager,Services,United States,Boston,,Telecommunications,,07/06/2021,steven.dixon@lenoxsoft.com,3.) SAL,FALSE
4031027,Kira,Mraz,kira.mraz@example.com,Legros and Sons,31/12/2021,Product Launch - 2021,326,B+,VP of Marketing,Marketing,United States,Minneapolis,,Education,,07/06/2021,steven.dixon@lenoxsoft.com,3.) SAL,FALSE
4031693,Jaylon,Balistreri,jaylon.balistreri@example.com,Durgan-Romaguera,27/12/2021,Event Marketing,325,B-,VP of Marketing,Marketing,Australia,Perth,,Arts & Entertainment,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4033031,Rick,Mui,rmui@example.com,Marias River Electric Co-Op,31/12/2021,Email Marketing,324,B,EVP Business Development,Services,USA,Diamond,Cold Call,Banking,,29/11/2021,sarah.moore@lenoxsoft.com,3.) SAL,TRUE
4030523,Garnet,D'Amore,garnet.damore@example.com,"Davis, Rosenbaum and Welch",25/12/2021,Product Launch - 2021,323,C+,CTO,Engineering,Japan,Sapporo,,Telecommunications,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4030421,Josie,Fisher,josie.fisher@example.com,Hackett Inc,31/12/2021,Email Marketing,321,A,VP of Engineering,Engineering,France,Lyon,,Hospitality,,07/06/2021,steven.dixon@lenoxsoft.com,4.) SQL,FALSE
4032917,Vanessa,Mccaffery,vmccaffery@example.com,Simplex Grinnell,31/12/2021,Email Marketing,321,B,VP Purchasing,Engineering,USA,New Braunfels,Social Media,Insurance,,07/06/2021,amanda.conors@lenoxsoft.com,4.) SQL,TRUE
4031231,Nikolas,Olson,nikolas.olson@example.com,Jaskolski Inc,21/12/2021,Referral Program,321,C-,Services Manager,Services,United States,Birmingham,,Agriculture,,07/06/2021,amanda.conors@lenoxsoft.com,5.) Closed Won,TRUE
4030937,Candelario,Lemke,candelario.lemke@example.com,Jones-Champlin,08/12/2021,Partner Collabs,320,C-,Customer Service Representative,Services,Japan,Sapporo,,Health Care,,07/06/2021,amanda.conors@lenoxsoft.com,4.) SQL,FALSE
4031951,Sanford,Wiegand,sanford.wiegand@example.com,Johnson Ltd,01/01/2022,Email Marketing,320,C+,Marketing Manager,Marketing,United States,San Diego,,Hospitality,,07/06/2021,amanda.conors@lenoxsoft.com,4.) SQL,TRUE
4032901,David,Duckett,dduckett@example.com,Plum Creek LLP,01/01/2022,AdWords,320,C+,Owner,Sales,USA,San Diego,Website,Environmental,,07/06/2021,amanda.conors@lenoxsoft.com,4.) SQL,TRUE
4031529,Imelda,Hickle,imelda.hickle@example.com,Langosh-Kris,01/01/2022,Event Marketing,319,B+,Event Marketing Coordinator,Marketing,United Kingdom,Edinburgh,,Hospitality,,07/06/2021,amanda.conors@lenoxsoft.com,4.) SQL,FALSE
4032907,Grace,Palumbo,gpalumbo@example.com,Pdt Inc,01/01/2022,Website,319,C+,CEO,Sales,USA,El Segundo,Cold Call,Healthcare & Life Sciences,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,FALSE
4030473,Hollis,Legros,hollis.legros@example.com,McClure PLC,31/12/2021,Email Marketing,318,B,Product Marketing Director,Marketing,United States,Denver,,Telecommunications,,07/06/2021,aidan.kelly@lenoxsoft.com,4.) SQL,TRUE
4030931,Maymie,Morar,maymie.morar@example.com,DuBuque-Renner,29/12/2021,Referral Program,318,A,VP of Engineering,Engineering,Ireland,Cork,,Technology,,07/06/2021,aidan.kelly@lenoxsoft.com,5.) Closed Won,TRUE
4030519,Abe,Kautzer,abe.kautzer@example.com,Johnson-Veum,13/12/2021,AdWords,317,A,CEO,Operations,United States,Richmond,,Arts & Entertainment,,07/06/2021,aidan.kelly@lenoxsoft.com,4.) SQL,TRUE
4030441,Adell,Rodriguez,adell.rodriguez@example.com,"Thompson, Kulas and Paucek",17/12/2021,Social Media Marketing,317,C+,CIO,Engineering,Australia,Hobart,Twitter,Arts & Entertainment,,07/06/2021,aidan.kelly@lenoxsoft.com,4.) SQL,TRUE
4030589,Cayla,Mills,cayla.mills@example.com,Ritchie Ltd,27/12/2021,AdWords,317,C+,Content Marketing Manager,Marketing,Japan,Yokohama,,Food Services,,07/06/2021,aidan.kelly@lenoxsoft.com,4.) SQL,TRUE
4032383,Ruby,Thiel,ruby.thiel@example.com,"Klocko, Mitchell and Christiansen",31/12/2021,Event Marketing,317,B-,VP of Engineering,Engineering,Germany,Munich,,Food Services,,07/06/2021,aidan.kelly@lenoxsoft.com,4.) SQL,FALSE
4032787,Lance,Gonzales,lgonzales@example.com,"Walter, Goodwin and Braun",01/01/2022,Referral Program,316,C+,Account Executive,Sales,United States,Phoenix,,Retail,,07/06/2021,sarah.moore@lenoxsoft.com,5.) Closed Won,TRUE
4031359,Davon,Hettinger,davon.hettinger@example.com,Mueller PLC,30/12/2021,AdWords,315,C-,Sales Director,Sales,United States,Kansas City,,Health Care,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4032451,Hal,Swaniawski,hal.swaniawski@example.com,"Bergnaum, Watsica and Mills",31/12/2021,Email Marketing,315,B+,COO,Operations,United States,Charlotte,,Health Care,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4031435,Lenore,Hagenes,lenore.hagenes@example.com,Cremin-Hyatt,15/12/2021,Email Marketing,314,B+,Event Marketing Coordinator,Marketing,Austria,Vienna,,Hospitality,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4031559,Isabel,VonRueden,isabel.vonrueden@example.com,"Langosh, Hudson and McCullough",27/12/2021,Email Marketing,314,C-,Sales Representative,Sales,Australia,Adelaide,,Real Estate,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4033345,Britney,Zook,bzook@example.com,Ohana Corporation,01/01/2022,Social Media Marketing,314,C-,VP of Operations,Sales,USA,Algonquin,Twitter,Environmental,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,FALSE
4030675,Carolyn,Welch,carolyn.welch@example.com,"Adams, Upton and Zulauf",16/12/2021,AdWords,312,C+,Marketing Manager,Marketing,United Kingdom,Belfast,,Education,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4032711,Trevor,Cavanagh,tcavanagh@example.com,Intercontinental Truck Body,01/01/2022,Website,312,C+,Chief Marketing Officer,Engineering,USA,Spring,Marketing Event,Biotechnology,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,FALSE
4032301,Kameron,Jast,kameron.jast@example.com,"Sanford, Stark and Farrell",31/12/2021,Referral Program,312,C+,Demand Generation Manager,Marketing,Japan,Kōbe,,Education,,07/06/2021,aidan.kelly@lenoxsoft.com,5.) Closed Won,TRUE
4031299,Paula,Predovic,paula.predovic@example.com,Schamberger-Nienow,01/01/2022,AdWords,311,C-,Sales Director,Sales,Austria,Vienna,,Arts & Entertainment,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4033203,Colleen,Cohn,ccohn@example.com,Industrial Lumber Sales Inc,01/01/2022,AdWords,311,C-,VP Consulting,Services,USA,Englewood,Marketing Event,Entertainment,,07/06/2021,sarah.moore@lenoxsoft.com,3.) SAL,TRUE
4031257,Jacinthe,Bartoletti,jacinthe.bartoletti@example.com,Sawayn-Feeney,20/12/2021,Email Marketing,310,C+,CTO,Engineering,Belgium,Brussels,,Transportation,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,TRUE
4030985,Myrtis,Crona,myrtis.crona@example.com,"Shanahan, Price and Hilpert",28/12/2021,Website,309,A,CFO,Finance,United Kingdom,Manchester,,Education,,07/06/2021,aidan.kelly@lenoxsoft.com,5.) Closed Won,TRUE
4031025,Santina,Nader,santina.nader@example.com,Leffler and Sons,28/12/2021,Event Marketing,308,A,CFO,Finance,Japan,Sapporo,,Construction,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,FALSE
4031271,Nayeli,Sawayn,nayeli.sawayn@example.com,Braun Inc,16/12/2021,Website,308,B,Services Manager,Services,United States,Washington,,Telecommunications,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,FALSE
4030563,Candace,Koch,candace.koch@example.com,Dickens-Durgan,01/01/2022,Event Marketing,307,B,Customer Service Representative,Services,United States,Washington,,Finance & Insurance,,07/06/2021,aidan.kelly@lenoxsoft.com,3.) SAL,FALSE
4030813,Elliot,Bauch,elliot.bauch@example.com,Koepp-DuBuque,17/12/2021,Social Media Marketing,307,C-,Sales Representative,Sales,United Kingdom,Belfast,Twitter,Construction,,07/06/2021,amanda.conors@lenoxsoft.com,3.) SAL,TRUE
